Município;Código;Gentílico;Prefeito2021;ÁreaTerritorialkm2_2022;PopulaçãoResidentepessoas2022;Densidadedemográficahab_km2_2022;Escolarização6_14anosporcentagem2010;IDHM2010;Mortalidadeinfantilóbitospormilnascidosvivos2022;Totalreceitasbrutasrealizadasreais2023;Totaldespesasbrutasempenhadasreais2023;PIBpercapitareais2021
Diamantino;5103502;diamantinense;MANOEL LOUREIRO NETO;8263.397;21941;2.66;98.1;0.718;5.45;246538982.25;227713278.2;257582.45
Dom Aquino;5103601;domaquinense;VALDECIO LUIZ DA COSTA;2183.603;7872;3.61;99.2;0.69;;62576172.15;61998933.91;83260.65
Feliz Natal;5103700;feliznatalenses;JOSE ANTONIO DUBIELLA;11661.514;10521;0.9;96.6;0.692;5.26;105712066.49;94896432.93;70377.74
Figueirópolis D'Oeste;5103809;figueiropolense;EDUARDO FLAUSINO VILELA;891.448;3187;3.58;98.3;0.679;;41786973.76;35180039.19;24516.56
Gaúcha do Norte;5103858;gauchensesdonorte;VONEY RODRIGUES GOULART;16908.375;8642;0.51;81.5;0.615;10.99;106542623.3;83646109.96;163138.13
General Carneiro;5103908;generalcarneirense;MARCELO DE AQUINO;4514.917;6037;1.34;97.2;0.67;25.64;54628367.94;47755257.08;84131.44
Glória D'Oeste;5103957;gloriensesdooeste;GHEYSA MARIA BONFIM BORGATO;833.13;2905;3.49;98;0.71;;44728146.22;34131456.83;29844.05
Guarantã do Norte;5104104;guarantanhense;ÉRICO STEVAN GONÇALVES;4725.281;31024;6.57;97.8;0.703;14.29;227032425.68;219530852.1;30166.45
Guiratinga;5104203;guiratinguense;WALDECI BARGA ROSA;5043.899;10966;2.17;99.2;0.705;;80330886.71;77976912.39;46198.67
Indiavaí;5104500;indiavaiense;SIDNEI MARQUES LOPES;592.495;2213;3.74;95.4;0.661;;36722065.32;36308703.69;36921.25
Ipiranga do Norte;5104526;ipiranguense;ORLEI JOSE GRASSELI;3422.016;7815;2.28;99.3;0.727;7.63;115045450.61;89051358.71;235258.71
Itanhangá;5104542;itanhangaense;EDU LAUDI PASCOSKI;2909.745;7539;2.59;97.1;0.71;24.39;58289442.73;54685158.31;102626.15
Itaúba;5104559;itaubense;ANTONIO FERREIRA DE OLIVEIRA NETO;4521.79;5020;1.11;98.3;0.69;12.35;64655642.36;56113687.3;116106.91
Itiquira;5104609;itiquirense;FABIANO DALLA VALLE;8698.814;12236;1.41;96.6;0.693;13.51;163042645.3;141407058.5;156247.05
Jaciara;5104807;jaciarense;ANDREIA WAGNER;2429.678;28569;11.76;98.2;0.735;2.43;187125107.85;164068727.3;43250.68
Jangada;5104906;jangadense;ROGERIO DE OLIVEIRA MEIRA;1114.302;7426;6.66;96.1;0.63;;69900645.81;38322532.78;22421.04
Jauru;5105002;jauruense;VALDECI JOSÉ DE SOUZA;1345.411;8367;6.22;97.7;0.673;;57597161.23;60341574.45;41639.89
Juara;5105101;juarense;CARLOS AMADEU SIRENA;22632.713;34906;1.54;96;0.682;12.54;215065591.59;205962500.4;38713.76
Juína;5105150;juinense;PAULO AUGUSTO VERONESE;26397.173;45869;1.74;96.4;0.716;19.58;264555020.87;252765827.3;32361.19
Juruena;5105176;juruenense;MANOEL GONTIJO DE CARVALHO;3207.837;10213;3.18;96.6;0.662;;64653045.95;62840815.85;17721.06
Juscimeira;5105200;juscimeirense;MOISES DOS SANTOS;2291.307;11480;5.01;99.3;0.714;26.32;84538122.74;70853291.62;47524.61
Lambari D'Oeste;5105234;lambarienses;MARCELO VIEIRA VITORAZZI;1810.547;4790;2.65;95.4;0.627;31.75;58998022.99;47701958.51;39221.83
Lucas do Rio Verde;5105259;luverdense;MIGUEL VAZ RIBEIRO;3674.596;83798;22.8;97.5;0.768;16.14;744966492.09;700347237.3;98915.82
Luciara;5105309;luciarense;PARASSU DE SOUZA FREITAS;4282.733;2509;0.59;98;0.676;;29708697.37;26691239.97;20224.35
Vila Bela da Santíssima Trindade;5105507;vilabelense;JACOB ANDRE BRINGSKEN;13484.71;16774;1.24;93.9;0.645;6.47;135232761.57;126040903.1;38942.45
Marcelândia;5105580;marcelandense;CELSO LUIZ PADOVANI;12285.486;11396;0.93;98.3;0.701;4.1;97660115.92;90991725.67;66743.72
Matupá;5105606;matupaense;FERNANDO ZAFONATO;5228.272;20091;3.84;98.6;0.716;24.86;150001030.23;145327880.3;75388.99
Mirassol d'Oeste;5105622;miradolense;HÉCTOR ALVARES BEZERRA;1085.486;26785;24.68;96.6;0.704;9.39;137887747.1;141524190.8;29702.61
Nobres;5105903;nobrense;LEOCIR HANEL;3908.739;15492;3.96;97.8;0.699;11.28;133303075.41;132047440.9;72718.09
Nortelândia;5106000;nortelandense;JOSSIMAR JOSÉ FERNANDES;1336.754;5956;4.46;96.9;0.702;10.99;50392533.18;51327611.24;55592.83
Nossa Senhora do Livramento;5106109;livramentense;SILMAR DE SOUZA GONÇALVES;5537.413;12940;2.34;95.5;0.638;8.77;96242778.48;81070003.29;29622.31
Nova Bandeirantes;5106158;nova bandeirantense;CESAR AUGUSTO PERIGO;9556.661;13635;1.43;93.8;0.65;9.05;90489412.26;89696308.27;21391.37
Nova Nazaré;5106174;novanazareense;JOÃO TEODORO FILHO;4034.539;4200;1.04;66.3;0.595;63.06;47984072.25;42533713.93;35035.46
Nova Lacerda;5106182;novolacerdenses;UILSON JOSE DA SILVA;4780.426;6670;1.4;93;0.636;28.04;59875190.97;54509982.41;64948.2
Nova Santa Helena;5106190;novasantahelenense;PAULINHO BORTOLINI;2385.611;4239;1.78;97.9;0.714;;52369198.12;50683385.48;88750.48
Nova Brasilândia;5106208;brasilandense;MAURIZA AUGUSTA DE OLIVEIRA;3290.032;3932;1.2;95.4;0.651;25;49887457.76;41529670.59;29851.26
Nova Canaã do Norte;5106216;canaense;RUBENS ROBERTO ROSA;5953.099;11707;1.97;97.9;0.686;6.06;100711501.86;94138064.27;70608.91
Nova Mutum;5106224;mutuense;LEANDRO FELIX PEREIRA;9536.814;55839;5.86;97.2;0.758;12.39;532317134.52;508455793.2;125187.35
Nova Olímpia;5106232;novaolimpiense;JOSÉ ELPIDIO DE MORAIS CAVALCANTE;1327.266;16352;12.32;95.7;0.682;13.57;104517965.88;102191720.7;35164.43
Nova Ubiratã;5106240;novoubiratãenses;EDEGAR JOSE BERNARDI;12460.736;11530;0.93;96.6;0.669;17.24;151150888.7;136478127.4;261783.61
Nova Xavantina;5106257;novaxavantinense;JOÃO MACHADO NETO;5491.972;24345;4.43;97.6;0.704;9.15;144332365.73;137917398.5;47627.46
Novo Mundo;5106265;novomundenses;ANTONIO MAFINI;5800.759;6520;1.12;99.2;0.674;16.95;73004993.37;62375664.71;50945.76
