Município;Código;Gentílico;Prefeito2021;ÁreaTerritorialkm2_2022;PopulaçãoResidentepessoas2022;Densidadedemográficahab_km2_2022;Escolarização6_14anosporcentagem2010;IDHM2010;Mortalidadeinfantilóbitospormilnascidosvivos2022;Totalreceitasbrutasrealizadasreais2022;Totaldespesasbrutasempenhadasreais2022;PIBpercapitareais2021
Conceição do Araguaia;1502707;conceicionense;JAIR LOPES MARTINS;5829.482;44617;7.65;95.7;0.64;15.45;222645538.24;206233721.6;13775.85
Concórdia do Pará;1502756;concordiense;ELIAS GUIMARAES SANTIAGO;700.59;26881;38.37;97;0.566;11.95;145745356.8;144311630.4;12274.67
Cumaru do Norte;1502764;curaruense;CELIO MARCOS CORDEIRO;17085.001;14036;0.82;85.3;0.55;42.55;96820640.69;99190911.11;28975.18
Curionópolis;1502772;curionopolense;MARIANA AZEVEDO DE SOUSA MARQUEZ;2369.096;19950;8.42;97.4;0.636;13.59;213097755.07;237633679.8;206447.92
Curralinho;1502806;curralinense;CLEBER EDSON DOS SANTOS RODRIGUES;3617.252;33903;9.37;93.8;0.502;22.03;186243709.47;192090802.2;7951.38
Curuá;1502855;curuaense;GIVANILDO PICANÇO MARINHO;1431.134;14117;9.86;97.3;0.578;14.29;58575896.13;56675361.41;10132.44
Curuçá;1502905;curuçaense;JEFFERSON FERREIRA DE MIRANDA;676.322;41262;61.01;97;0.582;14.46;146923516.21;141795981.6;8998.53
Dom Eliseu;1502939;domeliseuense;GERSILON SILVA DA GAMA;5268.809;58484;11.1;95.7;0.615;4.72;217547986.17;211039822.7;15367.96
Eldorado do Carajás;1502954;eldoradense;IARA BRAGA MIRANDA;2956.691;28192;9.53;93.4;0.56;11.39;132178687.18;135173819.3;16321.07
Faro;1503002;farense;PAULO VITOR MILEO GUERRA CARVALHO;11771.669;8728;0.74;97.9;0.563;7.81;55877548.43;56479408.27;11041.86
Floresta do Araguaia;1503044;florestaaraguaiense;MAJORRI CERQUEIRA DA SILVA AQUINO SANTIAGO;3444.285;17898;5.2;94.9;0.583;10.27;109631268.68;102850964.2;29053.27
Garrafão do Norte;1503077;garrafaense;MARIA EDILMA ALVES DE LIMA;1608.014;24703;15.36;94.2;0.526;10.84;135787348.1;108243489.7;10553.72
Goianésia do Pará;1503093;goianesiense;FRANCISCO DAVID LEITE ROCHA;7023.948;26362;3.75;93.6;0.56;7.65;161683554.96;161480092;12156.01
Gurupá;1503101;gurupaense;JOÃO DA CRUZ TEIXEIRA DE SOUZA;8570.286;31786;3.71;88;0.509;6.93;208686223.33;227474292;9795.38
IgarapéAçu;1503200;igarapéaçuense;NORMANDO MENEZES DE SOUZA;785.983;35797;45.54;96.2;0.595;28.17;127075710.48;117478833.5;10600.35
IgarapéMiri;1503309;miriense;ROBERTO PINA OLIVEIRA;1996.79;64831;32.47;93.5;0.547;12.38;232817493.36;214794124.7;10908.41
Inhangapi;1503408;inhangapiense;EGILASIO ALVES FEITOSA;472.605;10325;21.85;97.3;0.572;6.94;61481069.07;50660490.09;14541.47
Ipixuna do Pará;1503457;ipixunense;ARTEMES SILVA DE OLIVEIRA;5215.555;30329;5.82;74.8;0.489;14.01;206354407.85;207619504.4;9307.92
Irituia;1503507;irituense;MARCOS DE LIMA PINTO;1385.209;30955;22.35;97.3;0.559;10.23;99558209.13;96706097.33;8517.6
Itaituba;1503606;itaitubense;VALMIR CLIMACO DE AGUIAR;62042.472;123314;1.99;94.4;0.64;18.56;609796702.96;633462437.4;30318.38
Itupiranga;1503705;itupiranguense;BENJAMIN TASCA;7880.109;49754;6.31;91.2;0.528;12.45;199903230.57;195286435.5;15755.46
Jacareacanga;1503754;jacareacanguenses;SEBASTIÃO AURIVALDO PEREIRA SILVA;53304.563;24042;0.45;90.1;0.505;20.8;184660406.3;188065477.1;90011.45
Jacundá;1503804;jacundaense;ITONIR APARECIDO TAVARES;2008.315;37707;18.78;96.3;0.622;15.44;185375290.45;196295897.8;10173.91
Juruti;1503903;jurutiense;LUCIDIA BENITAH DE ABREU BATISTA;8305.454;50881;6.13;96.6;0.592;7.12;305164286.46;312408802.5;24211.68
Limoeiro do Ajuru;1504000;ajuruense;ALCIDES ABREU BARRA;1490.186;29569;19.84;97.7;0.541;23.98;109141480.51;111315026.4;16981.77
Mãe do Rio;1504059;mãeriense;JOSE VILLEIGAGNON RABELO OLIVEIRA;469.341;34353;73.19;96.5;0.599;10.53;136675833.44;130892178.5;11198.48
Magalhães Barata;1504109;magalhãesbaratense;MARLENE DA SILVA BORGES;323.984;8115;25.05;98.4;0.597;;44894791.15;43611780.57;11448.24
Marabá;1504208;marabaense;SEBASTIAO MIRANDA FILHO;15128.058;266533;17.62;94.7;0.668;14.75;1623130418.06;1524383652;47010.21
Maracanã;1504307;maracanaense;REGINALDO DE ALCANTARA CARRERA;807.628;25971;32.16;98.1;0.57;24.54;103246959.78;98926978.33;9810.78
Marapanim;1504406;marapaniense;CLEITON ANDERSON FERREIRA DIAS;804.625;26573;33.03;99;0.609;18.59;90186749.55;84269973.52;9230.71
Marituba;1504422;maritubense;PATRICIA RONIELLY RAMOS ALENCAR MENDES;103.214;111785;1083.04;95.5;0.676;11.54;464352111.46;460429856.4;18986.11
Medicilândia;1504455;medicilandense;JULIO CESAR DO EGITO;8272.629;27094;3.28;94.5;0.582;8.4;123293260.2;117056683.4;31655.85
Melgaço;1504505;melgacense;JOSE DELCICLEY PACHECO VIEGAS;6774.065;27881;4.12;85.4;0.418;22.68;140344011.19;143575045.5;7711.49
Mocajuba;1504604;mocajubense;COSME MACEDO PEREIRA;871.171;27198;31.22;96.5;0.575;19.96;137667403.47;157592708.4;14164.3
Moju;1504703;mojuense;MARIA NILMA SILVA DE LIMA;9094.139;84094;9.25;93.1;0.547;9.67;198914698.38;179914542.4;16005.52
Mojuí dos Campos;1504752;mojuiense;MARCO ANTONIO MACHADO LIMA;4988.236;23501;4.71;;;10.67;91185073.22;94390653.36;17727.77
