Município;Código;Gentílico;Prefeito2021;ÁreaTerritorialkm2_2022;PopulaçãoResidentepessoas2022;Densidadedemográficahab_km2_2022;Escolarização6_14anosporcentagem2010;IDHM2010;Mortalidadeinfantilóbitospormilnascidosvivos2022;Totalreceitasbrutasrealizadasreais2023;Totaldespesasbrutasempenhadasreais2023;PIBpercapitareais2021
Santana dos Garrotes;2513604;santanagarrotense;JOSÉ PAULO FILHO;361.484;6569;18.17;96.2;0.594;;36133011.52;34911838.36;9671.89
Joca Claudino;2513653;JocaClaudinense;RINALDO CIPRIANO DE SOUSA;71.799;2539;35.36;98.5;0.622;33.33;35115205.73;30927693.79;12501.62
Santa Rita;2513703;santaritense;EMERSON FERNANDES ALVINO PANTA;718.576;149910;208.62;96.3;0.627;13.35;474030452.32;487948448.2;18949.73
Santa Teresinha;2513802;santateresinhense;JOSÉ DE ARIMATÉIA NUNES CAMBOIM;359.442;4402;12.25;98.8;0.627;;32108099.91;27970273.48;12569.44
Santo André;2513851;santoandreense;EDGLEI AMORIM DO NASCIMENTO;197.791;2622;13.26;99.1;0.6;;27428200.22;25470361.3;11758.94
São Bento;2513901;sãobentense;JARQUES LÚCIO DA SILVA II;245.84;32235;131.12;95.3;0.58;17.2;157258394.67;154234205.9;16364.14
São Bentinho;2513927;sãobentinhense;MÔNICA DOS SANTOS FERREIRA;199.635;4327;21.67;97.8;0.606;;30221297.79;29715707.35;11957.9
São Domingos do Cariri;2513943;sãodominguense;ONILDO LINDBERG ANANIAS DA SILVA;233.835;2585;11.05;97.3;0.589;;30082431.86;24407358.27;10850.34
São Domingos;2513968;sãodominguense;ADEILZA SOARES FREIRES;170.361;2595;15.23;94;0.548;;26156690.29;22679928.75;11595.69
São Francisco;2513984;francisquense;GERONCIO SUCUPIRA JUNIOR;90.724;3137;34.58;96.9;0.58;27.03;28697485.79;26780112.76;11583.67
São João do Cariri;2514008;caririense;JOSE HELDER TRAJANO DE QUEIROZ;612.966;4226;6.89;98.3;0.622;;32287184.83;29540660.3;13260.21
