Município;Código;Gentílico;Prefeito2021;ÁreaTerritorialkm2_2022;PopulaçãoResidentepessoas2022;Densidadedemográficahab_km2_2022;Escolarização6_14anosporcentagem2010;IDHM2010;Mortalidadeinfantilóbitospormilnascidosvivos2022;Totalreceitasbrutasrealizadasreais2023;Totaldespesasbrutasempenhadasreais2023;PIBpercapitareais2021
Redenção do Gurguéia;2208700;gurgueíno;ÂNGELO JOSÉ SENA SANTOS;2470.531;8394;3.4;97.9;0.589;15.27;52809362.21;46880151.32;11110.79
Regeneração;2208809;regenerense;EDUARDO ALVES CARVALHO;1251.321;17133;13.69;97.4;0.591;;86569629.06;82554801.14;14712.38
Riacho Frio;2208858;riacho friense;JABES LUSTOSA NOGUEIRA JUNIOR;2220.598;4165;1.88;98.9;0.541;;40252431.95;36440396.82;10747.61
Ribeira do Piauí;2208874;ribeirense;ANTONIO LUIZ DE ARAUJO COSTA NETO;1012.479;4055;4.01;98.4;0.52;;39206637.7;33382872.13;48319.61
Ribeiro Gonçalves;2208908;ribeirogonçalvino;LINDENBERG VIEIRA DA SILVA;3987.147;6164;1.55;96.8;0.601;21.51;74851881.86;61021471.01;93932.89
Rio Grande do Piauí;2209005;riograndensedopiauí;MAURICIO MARTINS COSTA SILVA;635.953;5801;9.12;96.5;0.572;60.61;33911667.61;32531359.66;9557.12
Santa Cruz do Piauí;2209104;santacruzense;FRANCISCO BARROSO DE CARVALHO NETO;582.658;5831;10.01;96.8;0.601;35.09;35086727.2;32961585.15;9755.44
Santa Cruz dos Milagres;2209153;santacruzense;WILNEY RODRIGUES DE MOURA;978.547;3435;3.51;98.6;0.577;;23622598.31;21682091.88;11238.76
Santa Filomena;2209203;filomense;CARLOS AUGUSTO DE ARAUJO BRAGA;5293.693;6087;1.15;97.6;0.544;;54160962.58;50564309.73;98463.36
Santa Luz;2209302;santaluzense;JOSÉ LIMA DE ARAÚJO;1185.398;5336;4.5;99.5;0.588;29.85;31011532.25;30578823.91;10584.41
Santana do Piauí;2209351;santanense;MARIA JOSÉ DE SOUSA MOURA;112.189;4125;36.77;96.1;0.574;31.25;29409190;26263653.36;8775.63
Santa Rosa do Piauí;2209377;santarosense;VERÍSSIMO ANTONIO SIQUEIRA DA SILVA;338.336;4650;13.74;99;0.567;18.18;31656344.42;28313488.42;9559.86
Santo Antônio de Lisboa;2209401;santoantoense;FRANCISCO KARLOS LEAL GOMES;385.286;5839;15.15;93.5;0.584;14.93;34313624.06;27539967.44;11111.78
Santo Antônio dos Milagres;2209450;santoantonhense;PAULO CAZIMIRO DE SOUSA NETO E SILVA;33.64;2138;63.56;97.5;0.619;45.45;24277591.39;21696331.69;8310.8
Santo Inácio do Piauí;2209500;santinacense;TAIRO MOURA MESQUITA;852.106;3646;4.28;99.3;0.613;23.26;27723192.09;24569808.48;10600.47
São Braz do Piauí;2209559;sanbrazense;DEBORAH SAYONARA SANTOS CARDOSO;656.042;4358;6.64;98.7;0.596;;30733646.11;26085701.99;8861.86
São Félix do Piauí;2209609;sãofelicense;JOSE JAILSON PIO;627.033;2842;4.53;100;0.61;58.82;29287637.53;23618297.58;10987.34
São Francisco de Assis do Piauí;2209658;sãofranciscoense;JOSIMAR JOÃO DE OLIVEIRA;1072.311;5572;5.2;96;0.485;28.17;27876336.87;26100945.12;9575.04
São Francisco do Piauí;2209708;sãofranciscano;ANTONIO MARTINS DE CARVALHO;1341.451;5392;4.02;98.4;0.57;12.5;32387512.42;29709351.78;9101.72
São Gonçalo do Gurguéia;2209757;são gonçalense;PAULO LUSTOSA NOGUEIRA;1385.255;2947;2.13;97.4;0.56;65.22;40933891.63;38013386.08;17781.61
São Gonçalo do Piauí;2209807;sãogonçalense;LUÍS DE SOUSA RIBEIRO JUNIOR;150.495;4837;32.14;97.7;0.616;20;29406737.69;30373480.9;11247.99
São João da Canabrava;2209856;canabravense;ELSON SILVA DE SOUSA;480.537;4242;8.83;96.8;0.559;;33517355.38;32159255.75;10677.94
São João da Fronteira;2209872;são jão fronteirense;ANTONIO ERIVAN RODRIGUES FERNANDES;817.111;5522;6.76;88.3;0.515;;31613948.11;29235082.63;10013.9
São João da Serra;2209906;serrajonense;JOAO FRANCISCO GOMES DA ROCHA;994.224;6114;6.15;99.1;0.582;;29587436.5;28309048.15;9781.02
São João da Varjota;2209955;sanjoanense;JOSE DOS SANTOS BARBOSA;394.456;4383;11.11;96.9;0.559;;30019852.34;28254564.11;7546.96
São João do Arraial;2209971;são jãoense;BENEDITA VILMA LIMA;213.377;8186;38.36;98.4;0.523;32.79;54636920.71;44679087.04;8439.67
São João do Piauí;2210003;sanjoanense;EDNEI MODESTO AMORIM;1527.497;21421;14.02;98.3;0.645;20.98;110561342.71;104835134.9;20605.74
São José do Divino;2210052;sãojoseense;FRANCISCO DE ASSIS CARVALHO CERQUEIRA;319.367;4841;15.16;99.2;0.565;;30927471.11;29118674.3;11892.03
São José do Peixe;2210102;sãojoseense;CELSO ANTÔNIO MENDES COIMBRA;1287.174;3297;2.56;97.5;0.573;;23435924.78;20802284;11462.74
São José do Piauí;2210201;sãojoseense;ADMAELTON BEZERRA SOUSA;373.347;6597;17.67;97.5;0.552;44.12;31323858.7;27689303.38;10166.49
São Julião;2210300;sãojulianense;SAMUEL DE SOUSA ALENCAR;291.089;6025;20.7;94.3;0.594;;29211502.93;30115628.33;9332.78
São Lourenço do Piauí;2210359;lourenciano;THIAGO DAMASCENO RIBEIRO SANTANA;673.822;4410;6.54;98.9;0.595;52.63;29121102.54;27050852.56;9891.95
São Luis do Piauí;2210375;sãoluisense;KELSIMAR DE ABREU SOUSA;217.924;2309;10.6;97;0.554;103.45;22662362.51;19721044.55;9566.51
São Miguel da Baixa Grande;2210383;sãomiquelense;MARIA DA CONCEIÇÃO MENDES TEIXEIRA;444.528;2269;5.1;98.9;0.563;;20023836.58;17142967.17;11104.36
São Miguel do Fidalgo;2210391;fidalguense;ERIMAR SOARES DE SOUSA;813.444;2829;3.48;98.7;0.535;;24494955.55;21272829.89;15628.44
São Miguel do Tapuio;2210409;tapuiense;POMPILIO EVARISTO CARDOSO FILHO;4988.973;17554;3.52;97.5;0.556;13.7;92354733.77;88093430.53;9273.86
São Pedro do Piauí;2210508;sãopedrense;JOSÉ MARIA RIBEIRO DE AQUINO JUNIOR;518.288;13755;26.54;98.4;0.595;5.62;70203161.78;64444675.61;9391.24
São Raimundo Nonato;2210607;sãoraimundense;CARMELITA DE CASTRO SILVA;2415.287;38934;16.12;98;0.661;15.81;163787841.41;155418828;16160.36
Sebastião Barros;2210623;sebastião barrense;PABLO CUSTÓDIO MENDES DE CARVALHO;893.488;3202;3.58;99.3;0.536;;32601608.48;29778551.03;13602.93
Sebastião Leal;2210631;sebastiãolealense;MANOELINA DE SOUSA BORGES;3148.857;4446;1.41;97.6;0.562;;43002744.15;35756446.28;59247.26
Sigefredo Pacheco;2210656;sigefredense;MURILO BANDEIRA DA SILVA;1031.101;9460;9.17;99.2;0.581;21.05;40599222.29;38004764.22;7758.71
Simões;2210706;simonense;JOSE WILSON DE CARVALHO;1076.055;14350;13.34;95.3;0.575;21.16;94726946.05;87627068.67;29626.58
Simplício Mendes;2210805;simplíciomendense;MARCIO JOSÉ PINHEIRO MOURA;1360.028;13870;10.2;98.6;0.627;;61539630.58;59663527.44;14307.61
Socorro do Piauí;2210904;socorrense;JOSÉ COELHO FILHO;761.854;4141;5.44;97.8;0.561;25.64;24621116.89;22862124.78;9011.75
Sussuapara;2210938;sussuaparense;NAERTON SILVA MOURA;205.194;6220;30.31;93.7;0.586;13.51;32969026.36;29083580.79;11305.35
Tamboril do Piauí;2210953;tamborilense;ANA DELCIDES FIGUEIREDO GUEDES;1587.296;2949;1.86;99.6;0.501;;27371029.57;24410797.6;10339.42
Tanque do Piauí;2210979;tanquense;NATANAEL SALES DE SOUSA;398.007;2316;5.82;97.9;0.579;41.67;26972670.05;22747132.36;11931.15
Teresina;2211001;teresinense;JOSÉ PESSOA LEAL;1391.293;866300;622.66;97.8;0.751;15.48;4686028824.68;4839751925;27430.28
União;2211100;unionense;GUSTAVO CONDE MEDEIROS;1170.742;46119;39.39;97.9;0.577;30.2;215368268.71;223474728.5;9413.79
Uruçuí;2211209;uruçuiense;FRANCISCO WAGNER PIRES COELHO;8413.016;25203;3;97;0.631;15.58;233155824.38;211749932.3;129458.67
Valença do Piauí;2211308;valenciano;MARCELO COSTA E SILVA;1333.722;22279;16.7;98.6;0.647;21.01;94035352.88;83871252.78;13832.67
Várzea Branca;2211357;varzeabranquense;RAIMUNDO NONATO ALVES PAES LANDIM;450.429;5055;11.22;97.9;0.553;25.64;33156846.76;29076467;9034.44
Várzea Grande;2211407;várzeagrandense;ROBERT EUDES NUNES DE SOUSA SEGUNDO;236.453;4417;18.68;99.6;0.571;;25161376.2;23039949.99;9355.32
Vera Mendes;2211506;veramendense;CARLOS JOSÉ DA SILVA;341.974;3185;9.31;98.2;0.503;;26193916.96;26077311.18;10083.52
Vila Nova do Piauí;2211605;vilanovense;MANOEL BERNARDO LEAL;221.627;2935;13.24;98.7;0.565;;27039949.91;25032199.16;12618.45
Wall Ferraz;2211704;wal farrazense;LUIZ GUILHERME MAIA DE SOUSA;270.427;4059;15.01;97.3;0.544;;47281107.13;42501607.24;8485.79
